"UniqueID","sold.fctr","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.X.glmnet.err","sold.fctr.predict.All.X.glmnet.err.abs","sold.fctr.predict.All.X.glmnet.accurate"
10094,"N",0.296792520196782,"N",TRUE,0.296792520196782,TRUE
10260,"N",0.0270021398528413,"N",TRUE,0.0270021398528413,TRUE
10390,"N",0.376279312476881,"N",TRUE,0.376279312476881,TRUE
10806,"N",0.0285780924249659,"N",TRUE,0.0285780924249659,TRUE
11000,"N",0.224345182566867,"N",TRUE,0.224345182566867,TRUE
11204,"N",0.376313215454227,"N",TRUE,0.376313215454227,TRUE
11266,"N",0.0505514832391399,"N",TRUE,0.0505514832391399,TRUE
11307,"N",0.20670494826768,"N",TRUE,0.20670494826768,TRUE
11315,"N",0.0434996002968786,"N",TRUE,0.0434996002968786,TRUE
11393,"N",0.334748356299856,"N",TRUE,0.334748356299856,TRUE
11403,"N",0.185320902334442,"N",TRUE,0.185320902334442,TRUE
11404,"N",0.1392991219334,"N",TRUE,0.1392991219334,TRUE
11418,"N",0.0271026817719209,"N",TRUE,0.0271026817719209,TRUE
11419,"N",0.10136092401152,"N",TRUE,0.10136092401152,TRUE
11437,"N",0.271740291142684,"N",TRUE,0.271740291142684,TRUE
11450,"N",0.0517433899502948,"N",TRUE,0.0517433899502948,TRUE
11455,"N",0.239825877245578,"N",TRUE,0.239825877245578,TRUE
11459,"N",0.164634505443751,"N",TRUE,0.164634505443751,TRUE
11465,"N",0.0666061391147935,"N",TRUE,0.0666061391147935,TRUE
11526,"N",0.097238289938214,"N",TRUE,0.097238289938214,TRUE
11591,"N",0.27364879043201,"N",TRUE,0.27364879043201,TRUE
11597,"N",0.33355177471255,"N",TRUE,0.33355177471255,TRUE
11602,"N",0.444210124870043,"Y",FALSE,0.444210124870043,FALSE
11719,"N",0.0946681442886889,"N",TRUE,0.0946681442886889,TRUE
11763,"N",0.551219118910538,"Y",FALSE,0.551219118910538,FALSE
11796,"N",0.582242444101848,"Y",FALSE,0.582242444101848,FALSE
11838,"N",0.532070204620427,"Y",FALSE,0.532070204620427,FALSE
10199,"N",0.930272464247324,"Y",FALSE,0.930272464247324,FALSE
10244,"N",0.0716405251884386,"N",TRUE,0.0716405251884386,TRUE
10597,"N",0.122867253411279,"N",TRUE,0.122867253411279,TRUE
10609,"N",0.171922096841024,"N",TRUE,0.171922096841024,TRUE
10676,"N",0.0145086056788074,"N",TRUE,0.0145086056788074,TRUE
10690,"N",0.314862931762473,"N",TRUE,0.314862931762473,TRUE
10804,"N",0.210054060631849,"N",TRUE,0.210054060631849,TRUE
10829,"N",0.0899972793105309,"N",TRUE,0.0899972793105309,TRUE
10946,"N",0.0776700333432807,"N",TRUE,0.0776700333432807,TRUE
11001,"N",0.0433756504410585,"N",TRUE,0.0433756504410585,TRUE
11138,"N",0.32483776898128,"N",TRUE,0.32483776898128,TRUE
11172,"N",0.208287288447147,"N",TRUE,0.208287288447147,TRUE
11294,"N",0.069573750911594,"N",TRUE,0.069573750911594,TRUE
11372,"N",0.0128191291735846,"N",TRUE,0.0128191291735846,TRUE
11378,"N",0.083769059084506,"N",TRUE,0.083769059084506,TRUE
11389,"N",0.388069335154852,"N",TRUE,0.388069335154852,TRUE
11417,"N",0.0943441246190725,"N",TRUE,0.0943441246190725,TRUE
11457,"N",0.0560705059532895,"N",TRUE,0.0560705059532895,TRUE
11458,"N",0.00998558565390037,"N",TRUE,0.00998558565390037,TRUE
11490,"N",0.074873181379387,"N",TRUE,0.074873181379387,TRUE
11585,"N",0.0761389153767043,"N",TRUE,0.0761389153767043,TRUE
11594,"N",0.0200290837594445,"N",TRUE,0.0200290837594445,TRUE
11629,"N",0.370515991196393,"N",TRUE,0.370515991196393,TRUE
11748,"N",0.222502147631827,"N",TRUE,0.222502147631827,TRUE
11761,"N",0.564769796015244,"Y",FALSE,0.564769796015244,FALSE
11767,"N",0.495803869383148,"Y",FALSE,0.495803869383148,FALSE
11819,"N",0.0966158082376614,"N",TRUE,0.0966158082376614,TRUE
11826,"N",0.0640823221040506,"N",TRUE,0.0640823221040506,TRUE
10012,"N",0.0913436377508439,"N",TRUE,0.0913436377508439,TRUE
10043,"N",0.0742435008464894,"N",TRUE,0.0742435008464894,TRUE
10054,"N",0.58687237192655,"Y",FALSE,0.58687237192655,FALSE
10082,"N",0.417974781819309,"Y",FALSE,0.417974781819309,FALSE
10106,"N",0.0472466415745274,"N",TRUE,0.0472466415745274,TRUE
10168,"N",0.047655933403322,"N",TRUE,0.047655933403322,TRUE
10217,"N",0.885510173958018,"Y",FALSE,0.885510173958018,FALSE
10382,"N",0.523142186612561,"Y",FALSE,0.523142186612561,FALSE
10494,"N",0.105009826452483,"N",TRUE,0.105009826452483,TRUE
10564,"N",0.613675947298111,"Y",FALSE,0.613675947298111,FALSE
10568,"N",0.380826357825713,"N",TRUE,0.380826357825713,TRUE
10658,"N",0.64435993772179,"Y",FALSE,0.64435993772179,FALSE
10743,"N",0.885846548339517,"Y",FALSE,0.885846548339517,FALSE
10857,"N",0.130010236433836,"N",TRUE,0.130010236433836,TRUE
10955,"N",0.713125993567941,"Y",FALSE,0.713125993567941,FALSE
10959,"N",0.175419902573541,"N",TRUE,0.175419902573541,TRUE
10960,"N",0.181987550782096,"N",TRUE,0.181987550782096,TRUE
11038,"N",0.375569221068747,"N",TRUE,0.375569221068747,TRUE
11050,"N",0.451432033017452,"Y",FALSE,0.451432033017452,FALSE
11052,"N",0.288889786458643,"N",TRUE,0.288889786458643,TRUE
11114,"N",0.171947652331503,"N",TRUE,0.171947652331503,TRUE
11542,"N",0.175641786281232,"N",TRUE,0.175641786281232,TRUE
11545,"N",0.20306160192623,"N",TRUE,0.20306160192623,TRUE
11575,"N",0.0964789730895844,"N",TRUE,0.0964789730895844,TRUE
11579,"N",0.577872490003926,"Y",FALSE,0.577872490003926,FALSE
11622,"N",0.701891021865067,"Y",FALSE,0.701891021865067,FALSE
