"UniqueID","sold.fctr","sold.fctr.predict.RFE.X.rpart.prob","sold.fctr.predict.RFE.X.rpart","sold.fctr.predict.RFE.X.rpart.err","sold.fctr.predict.RFE.X.rpart.err.abs","sold.fctr.predict.RFE.X.rpart.accurate","sold.fctr.predict.RFE.X.earth.prob","sold.fctr.predict.RFE.X.earth","sold.fctr.predict.RFE.X.earth.err","sold.fctr.predict.RFE.X.earth.err.abs","sold.fctr.predict.RFE.X.earth.accurate","sold.fctr.predict.RFE.X.glmnet.prob","sold.fctr.predict.RFE.X.glmnet","sold.fctr.predict.RFE.X.glmnet.err","sold.fctr.predict.RFE.X.glmnet.err.abs","sold.fctr.predict.RFE.X.glmnet.accurate","sold.fctr.predict.RFE.X.glm.prob","sold.fctr.predict.RFE.X.glm","sold.fctr.predict.RFE.X.glm.err","sold.fctr.predict.RFE.X.glm.err.abs","sold.fctr.predict.RFE.X.glm.accurate","sold.fctr.predict.RFE.X.bayesglm.prob","sold.fctr.predict.RFE.X.bayesglm","sold.fctr.predict.RFE.X.bayesglm.err","sold.fctr.predict.RFE.X.bayesglm.err.abs","sold.fctr.predict.RFE.X.bayesglm.accurate","sold.fctr.predict.RFE.X.nnet.prob","sold.fctr.predict.RFE.X.nnet","sold.fctr.predict.RFE.X.nnet.err","sold.fctr.predict.RFE.X.nnet.err.abs","sold.fctr.predict.RFE.X.nnet.accurate","sold.fctr.predict.RFE.X.avNNet.prob","sold.fctr.predict.RFE.X.avNNet","sold.fctr.predict.RFE.X.avNNet.err","sold.fctr.predict.RFE.X.avNNet.err.abs","sold.fctr.predict.RFE.X.avNNet.accurate","sold.fctr.predict.RFE.X.gbm.prob","sold.fctr.predict.RFE.X.gbm","sold.fctr.predict.RFE.X.gbm.err","sold.fctr.predict.RFE.X.gbm.err.abs","sold.fctr.predict.RFE.X.gbm.accurate","sold.fctr.predict.Ensemble.glmnet.prob","sold.fctr.predict.Ensemble.glmnet","sold.fctr.predict.Ensemble.glmnet.err","sold.fctr.predict.Ensemble.glmnet.err.abs","sold.fctr.predict.Ensemble.glmnet.accurate"
10066,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.152702052367388,"N",FALSE,0.152702052367388,TRUE,0.00243743556322792,"N",FALSE,0.00243743556322792,TRUE,0.00758266345809284,"N",FALSE,0.00758266345809284,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.0970837747857006,"N",FALSE,0.0970837747857006,TRUE,0.116011598878088,"N",FALSE,0.116011598878088,TRUE,0.0476117643739854,"N",FALSE,0.0476117643739854,TRUE
10094,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.240500379350933,"Y",TRUE,0.240500379350933,FALSE,0.849978368381553,"Y",TRUE,0.849978368381553,FALSE,0.702086864155209,"Y",TRUE,0.702086864155209,FALSE,0.581390930054495,"Y",TRUE,0.581390930054495,FALSE,0.513192799607565,"Y",TRUE,0.513192799607565,FALSE,0.278071772253881,"Y",TRUE,0.278071772253881,FALSE,0.995112138189755,"Y",TRUE,0.995112138189755,FALSE
10260,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.150621960060976,"N",FALSE,0.150621960060976,TRUE,0.00116332326913268,"N",FALSE,0.00116332326913268,TRUE,0.00427931694392393,"N",FALSE,0.00427931694392393,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.0970737563525834,"N",FALSE,0.0970737563525834,TRUE,0.116011598878088,"N",FALSE,0.116011598878088,TRUE,0.0476739482266774,"N",FALSE,0.0476739482266774,TRUE
10632,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.190664641850178,"N",FALSE,0.190664641850178,TRUE,0.0171666417078852,"N",FALSE,0.0171666417078852,TRUE,0.0299414009345988,"N",FALSE,0.0299414009345988,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.10286369738554,"N",FALSE,0.10286369738554,TRUE,0.179441607128263,"N",FALSE,0.179441607128263,TRUE,0.0281594760543346,"N",FALSE,0.0281594760543346,TRUE
10807,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.24746642515201,"Y",TRUE,0.24746642515201,FALSE,0.782416302984718,"Y",TRUE,0.782416302984718,FALSE,0.571612763748123,"Y",TRUE,0.571612763748123,FALSE,0.581390930054495,"Y",TRUE,0.581390930054495,FALSE,0.228778112071549,"N",FALSE,0.228778112071549,TRUE,0.278071772253881,"Y",TRUE,0.278071772253881,FALSE,0.59674714890974,"Y",TRUE,0.59674714890974,FALSE
11187,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.134425976593671,"N",FALSE,0.134425976593671,TRUE,2.22044604925031e-16,"N",FALSE,2.22044604925031e-16,TRUE,0.00561268225754937,"N",FALSE,0.00561268225754937,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.0289891861459809,"N",FALSE,0.0289891861459809,TRUE,0.0926841467786287,"N",FALSE,0.0926841467786287,TRUE,0.0168208524074469,"N",FALSE,0.0168208524074469,TRUE
11282,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.132151201840752,"N",FALSE,0.132151201840752,TRUE,0.0579969697514744,"N",FALSE,0.0579969697514744,TRUE,0.0890898863588892,"N",FALSE,0.0890898863588892,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.0979696655639914,"N",FALSE,0.0979696655639914,TRUE,0.0926841467786287,"N",FALSE,0.0926841467786287,TRUE,0.0509510734757626,"N",FALSE,0.0509510734757626,TRUE
11315,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.147919547125416,"N",FALSE,0.147919547125416,TRUE,2.22044604925031e-16,"N",FALSE,2.22044604925031e-16,TRUE,0.0570827535607553,"N",FALSE,0.0570827535607553,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.0314784883602578,"N",FALSE,0.0314784883602578,TRUE,0.116011598878088,"N",FALSE,0.116011598878088,TRUE,0.0103602761518083,"N",FALSE,0.0103602761518083,TRUE
11383,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.143495725199933,"N",FALSE,0.143495725199933,TRUE,0.00510185893707868,"N",FALSE,0.00510185893707868,TRUE,0.0170639964149246,"N",FALSE,0.0170639964149246,TRUE,0.0774989890530575,"Y",TRUE,0.0774989890530575,FALSE,0.097092553198787,"N",FALSE,0.097092553198787,TRUE,0.116011598878088,"N",FALSE,0.116011598878088,TRUE,0.0438852672184397,"N",FALSE,0.0438852672184397,TRUE
11393,"N",0.2015065913371,"Y",TRUE,0.2015065913371,FALSE,0.175869120654396,"Y",TRUE,0.175869120654396,FALSE,0.209108554604177,"Y",TRUE,0.209108554604177,FALSE,0.704278112055965,"Y",TRUE,0.704278112055965,FALSE,0.569601962836509,"Y",TRUE,0.569601962836509,FALSE,0.581390930054495,"Y",TRUE,0.581390930054495,FALSE,0.430429048724489,"Y",TRUE,0.430429048724489,FALSE,0.187754861004487,"N",FALSE,0.187754861004487,TRUE,0.990291631049436,"Y",TRUE,0.990291631049436,FALSE
