"UniqueID","startprice.log10","startprice.log10.cut.fctr","startprice.log10.predict.RFE.X.glm","startprice.log10.predict.RFE.X.glm.err","startprice.log10.predict.RFE.X.glm.err.abs","startprice.log10.predict.RFE.X.glm.accurate","startprice.log10.predict.RFE.X.glmnet","startprice.log10.predict.RFE.X.glmnet.err","startprice.log10.predict.RFE.X.glmnet.err.abs","startprice.log10.predict.RFE.X.glmnet.accurate","startprice.log10.predict.RFE.X.rpart","startprice.log10.predict.RFE.X.rpart.err","startprice.log10.predict.RFE.X.rpart.err.abs","startprice.log10.predict.RFE.X.rpart.accurate","startprice.log10.predict.RFE.X.gbm","startprice.log10.predict.RFE.X.gbm.err","startprice.log10.predict.RFE.X.gbm.err.abs","startprice.log10.predict.RFE.X.gbm.accurate","startprice.log10.predict.RFE.X.rf","startprice.log10.predict.RFE.X.rf.err","startprice.log10.predict.RFE.X.rf.err.abs","startprice.log10.predict.RFE.X.rf.accurate","startprice.log10.predict.RFE.X.svmLinear","startprice.log10.predict.RFE.X.svmLinear.err","startprice.log10.predict.RFE.X.svmLinear.err.abs","startprice.log10.predict.RFE.X.svmLinear.accurate","startprice.log10.predict.RFE.X.svmLinear2","startprice.log10.predict.RFE.X.svmLinear2.err","startprice.log10.predict.RFE.X.svmLinear2.err.abs","startprice.log10.predict.RFE.X.svmLinear2.accurate","startprice.log10.predict.RFE.X.earth","startprice.log10.predict.RFE.X.earth.err","startprice.log10.predict.RFE.X.earth.err.abs","startprice.log10.predict.RFE.X.earth.accurate","startprice.log10.predict.RFE.X.bagEarth","startprice.log10.predict.RFE.X.bagEarth.err","startprice.log10.predict.RFE.X.bagEarth.err.abs","startprice.log10.predict.RFE.X.bagEarth.accurate","startprice.log10.predict.RFE.X.Interact.glmnet","startprice.log10.predict.RFE.X.Interact.glmnet.err","startprice.log10.predict.RFE.X.Interact.glmnet.err.abs","startprice.log10.predict.RFE.X.Interact.glmnet.accurate","startprice.log10.predict.RFE.X.YeoJohnson.glmnet","startprice.log10.predict.RFE.X.YeoJohnson.glmnet.err","startprice.log10.predict.RFE.X.YeoJohnson.glmnet.err.abs","startprice.log10.predict.RFE.X.YeoJohnson.glmnet.accurate","startprice.log10.predict.RFE.X.center.scale.glmnet","startprice.log10.predict.RFE.X.center.scale.glmnet.err","startprice.log10.predict.RFE.X.center.scale.glmnet.err.abs","startprice.log10.predict.RFE.X.center.scale.glmnet.accurate","startprice.log10.predict.RFE.X.spatialSign.glmnet","startprice.log10.predict.RFE.X.spatialSign.glmnet.err","startprice.log10.predict.RFE.X.spatialSign.glmnet.err.abs","startprice.log10.predict.RFE.X.spatialSign.glmnet.accurate","startprice.log10.predict.Ensemble.glmnet","startprice.log10.predict.Ensemble.glmnet.err","startprice.log10.predict.Ensemble.glmnet.err.abs","startprice.log10.predict.Ensemble.glmnet.accurate"
10001,2.20409283840254,"(2.16,3]",2.05840974741097,-0.145683090991574,0.145683090991574,FALSE,2.18970900617135,-0.0143838322311849,0.0143838322311849,FALSE,2.26053786943865,0.0564450310361089,0.0564450310361089,FALSE,2.30263226271192,0.0985394243093802,0.0985394243093802,FALSE,2.21610173736081,0.0120088989582667,0.0120088989582667,FALSE,2.16863326209213,-0.0354595763104113,0.0354595763104113,FALSE,2.16730901931918,-0.0367838190833569,0.0367838190833569,FALSE,2.2511105979107,0.0470177595081607,0.0470177595081607,FALSE,2.12195335483816,-0.0821394835643825,0.0821394835643825,FALSE,2.21005913760662,0.00596629920408009,0.00596629920408009,FALSE,2.1823537128624,-0.0217391255401349,0.0217391255401349,FALSE,2.18970900617135,-0.0143838322311849,0.0143838322311849,FALSE,2.22158274046286,0.0174899020603245,0.0174899020603245,FALSE,2.19005109711349,-0.0140417412890459,0.0140417412890459,FALSE
10004,2.37106786227174,"(2.16,3]",2.35917841042919,-0.0118894518425421,0.0118894518425421,FALSE,2.33808737072331,-0.0329804915484253,0.0329804915484253,FALSE,2.26053786943865,-0.110529992833088,0.110529992833088,FALSE,2.26959712554968,-0.101470736722059,0.101470736722059,FALSE,2.30552251068651,-0.06554535158523,0.06554535158523,FALSE,2.35161791557839,-0.0194499466933413,0.0194499466933413,FALSE,2.32568999836966,-0.0453778639020754,0.0453778639020754,FALSE,2.2511105979107,-0.119957264361036,0.119957264361036,FALSE,2.36609144215966,-0.00497642011207722,0.00497642011207722,FALSE,2.3013359868618,-0.0697318754099387,0.0697318754099387,FALSE,2.33530726576203,-0.0357605965097108,0.0357605965097108,FALSE,2.33808737072331,-0.0329804915484249,0.0329804915484249,FALSE,2.35803930652156,-0.0130285557501804,0.0130285557501804,FALSE,2.32278129217831,-0.0482865700934267,0.0482865700934267,FALSE
10005,2.301008280397,"(2.16,3]",2.44909621436449,0.148087933967492,0.148087933967492,FALSE,2.45495356341458,0.153945283017576,0.153945283017576,FALSE,2.42660510048345,0.125596820086455,0.125596820086455,FALSE,2.46811449492882,0.167106214531824,0.167106214531824,FALSE,2.39509237415654,0.0940840937595406,0.0940840937595406,FALSE,2.40795154955975,0.106943269162746,0.106943269162746,FALSE,2.40881512356746,0.107806843170459,0.107806843170459,FALSE,2.39496241065076,0.0939541302537612,0.0939541302537612,FALSE,2.43159702948425,0.130588749087252,0.130588749087252,FALSE,2.43990761635582,0.138899335958824,0.138899335958824,FALSE,2.45814569690774,0.157137416510735,0.157137416510735,FALSE,2.45495356341458,0.153945283017576,0.153945283017576,FALSE,2.44323336292526,0.142225082528263,0.142225082528263,FALSE,2.4131359015151,0.112127621118095,0.112127621118095,FALSE
10008,2.51850077923964,"(2.16,3]",2.54779783801315,0.0292970587735173,0.0292970587735173,FALSE,2.55504821132243,0.0365474320827883,0.0365474320827883,FALSE,2.594138321451,0.0756375422113584,0.0756375422113584,FALSE,2.50072688752411,-0.0177738917155237,0.0177738917155237,FALSE,2.53058083206196,0.0120800528223226,0.0120800528223226,FALSE,2.53282123930058,0.0143204600609441,0.0143204600609441,FALSE,2.51727389395718,-0.00122688528246195,0.00122688528246195,FALSE,2.46789017814908,-0.0506106010905603,0.0506106010905603,FALSE,2.54077526232246,0.0222744830828248,0.0222744830828248,FALSE,2.52902919638175,0.0105284171421136,0.0105284171421136,FALSE,2.55521244354016,0.0367116643005261,0.0367116643005261,FALSE,2.55504821132243,0.0365474320827897,0.0365474320827897,FALSE,2.56327528248205,0.0447745032424081,0.0447745032424081,FALSE,2.54821310751349,0.0297123282738565,0.0297123282738565,FALSE
10012,1.99995656838019,"(1.32,2.16]",1.9623553747265,-0.0376011936536915,0.0376011936536915,FALSE,1.97791615693071,-0.0220404114494874,0.0220404114494874,FALSE,1.99654989342276,-0.00340667495743441,0.00340667495743441,FALSE,2.00248068079626,0.00252411241606354,0.00252411241606354,FALSE,1.94896609717193,-0.0509904712082667,0.0509904712082667,FALSE,2.05743012627409,0.0574735578938939,0.0574735578938939,FALSE,2.04196874364558,0.0420121752653861,0.0420121752653861,FALSE,1.88858947235855,-0.111367096021645,0.111367096021645,FALSE,1.92206463385566,-0.0778919345245341,0.0778919345245341,FALSE,1.97877767091547,-0.0211788974647229,0.0211788974647229,FALSE,1.97884271675355,-0.0211138516266458,0.0211138516266458,FALSE,1.9779161569307,-0.0220404114494888,0.0220404114494888,FALSE,2.06588491146764,0.0659283430874431,0.0659283430874431,FALSE,1.94288316023854,-0.0570734081416551,0.0570734081416551,FALSE
10016,2.53775614928261,"(2.16,3]",2.56695978480741,0.0292036355247922,0.0292036355247922,FALSE,2.58205597373664,0.04429982445403,0.04429982445403,FALSE,2.594138321451,0.0563821721683824,0.0563821721683824,FALSE,2.61482677612167,0.077070626839054,0.077070626839054,FALSE,2.51662654898574,-0.0211296002968719,0.0211296002968719,FALSE,2.53274041588529,-0.00501573339731909,0.00501573339731909,FALSE,2.57487925242313,0.0371231031405137,0.0371231031405137,FALSE,2.64862838755477,0.110872238272158,0.110872238272158,FALSE,2.58641553604713,0.0486593867645158,0.0486593867645158,FALSE,2.55181735708148,0.0140612077988638,0.0140612077988638,FALSE,2.58280123225619,0.0450450829735769,0.0450450829735769,FALSE,2.58205597373664,0.0442998244540309,0.0442998244540309,FALSE,2.56084977124269,0.0230936219600748,0.0230936219600748,FALSE,2.48998010337079,-0.0477760459118204,0.0477760459118204,FALSE
10018,2.32217793138498,"(2.16,3]",2.25557739048447,-0.066600540900505,0.066600540900505,FALSE,2.31265687247244,-0.00952105891253829,0.00952105891253829,FALSE,2.26053786943865,-0.0616400619463278,0.0616400619463278,FALSE,2.30652022197161,-0.0156577094133672,0.0156577094133672,FALSE,2.29089414890627,-0.0312837824787016,0.0312837824787016,FALSE,2.34502636458714,0.022848433202161,0.022848433202161,FALSE,2.35138048484021,0.0292025534552391,0.0292025534552391,FALSE,2.2511105979107,-0.071067333474276,0.071067333474276,FALSE,2.31032702030491,-0.0118509110800615,0.0118509110800615,FALSE,2.31033879635649,-0.0118391350284899,0.0118391350284899,FALSE,2.31250918161423,-0.00966874977074639,0.00966874977074639,FALSE,2.31265687247244,-0.00952105891253696,0.00952105891253696,FALSE,2.34644596185433,0.0242680304693494,0.0242680304693494,FALSE,2.29643251474763,-0.0257454166373416,0.0257454166373416,FALSE
10020,1.97772360528885,"(1.32,2.16]",2.01419938828243,0.0364757829935851,0.0364757829935851,FALSE,2.01784884858441,0.0401252432955668,0.0401252432955668,FALSE,1.99654989342276,0.0188262881339103,0.0188262881339103,FALSE,2.01722324359532,0.0394996383064699,0.0394996383064699,FALSE,1.96886053725264,-0.00886306803620807,0.00886306803620807,FALSE,2.0516229931072,0.0738993878183567,0.0738993878183567,FALSE,2.04592977283774,0.0682061675488941,0.0682061675488941,FALSE,2.03244128509861,0.0547176798097613,0.0547176798097613,FALSE,2.00241213793322,0.0246885326443722,0.0246885326443722,FALSE,2.03303296076709,0.0553093554782469,0.0553093554782469,FALSE,2.01681903137388,0.0390954260850285,0.0390954260850285,FALSE,2.01784884858441,0.0401252432955654,0.0401252432955654,FALSE,2.03444406651287,0.0567204612240195,0.0567204612240195,FALSE,1.95161925052596,-0.0261043547628843,0.0261043547628843,FALSE
10022,2.27300127206374,"(2.16,3]",2.23086580872741,-0.0421354633363284,0.0421354633363284,FALSE,2.21125696500845,-0.0617443070552892,0.0617443070552892,FALSE,2.26053786943865,-0.0124634026250896,0.0124634026250896,FALSE,2.1859272610417,-0.0870740110220343,0.0870740110220343,FALSE,2.25392395728358,-0.019077314780156,0.019077314780156,FALSE,2.2569931782766,-0.0160080937871343,0.0160080937871343,FALSE,2.27558397251312,0.00258270044938591,0.00258270044938591,FALSE,2.2511105979107,-0.0218906741530378,0.0218906741530378,FALSE,2.19745229655491,-0.0755489755088283,0.0755489755088283,FALSE,2.25919897374839,-0.0138022983153445,0.0138022983153445,FALSE,2.19909334556401,-0.0739079264997247,0.0739079264997247,FALSE,2.21125696500845,-0.0617443070552874,0.0617443070552874,FALSE,2.20230005290348,-0.0707012191602612,0.0707012191602612,FALSE,2.26109470855656,-0.011906563507174,0.011906563507174,FALSE
10023,2.11390994375404,"(1.32,2.16]",2.15536634267431,0.0414563989202712,0.0414563989202712,FALSE,2.22376372410265,0.109853780348613,0.109853780348613,FALSE,2.26053786943865,0.146627925684611,0.146627925684611,FALSE,2.13248584983763,0.0185759060835902,0.0185759060835902,FALSE,2.18038998612001,0.0664800423659702,0.0664800423659702,FALSE,2.19324780019959,0.0793378564455538,0.0793378564455538,FALSE,2.19401923115346,0.0801092873994191,0.0801092873994191,FALSE,2.2511105979107,0.137200654156663,0.137200654156663,FALSE,2.10983769163831,-0.00407225211572637,0.00407225211572637,FALSE,2.21605084223096,0.102140898476921,0.102140898476921,FALSE,2.2427961824221,0.128886238668064,0.128886238668064,FALSE,2.22376372410265,0.109853780348614,0.109853780348614,FALSE,2.14936266286065,0.0354527191066127,0.0354527191066127,FALSE,2.1502387516306,0.0363288078765671,0.0363288078765671,FALSE
