"UniqueID","startprice.log10","startprice.log10.cut.fctr","startprice.log10.predict.RFE.X.spatialSign.rf","startprice.log10.predict.RFE.X.spatialSign.rf.err","startprice.log10.predict.RFE.X.spatialSign.rf.err.abs","startprice.log10.predict.RFE.X.spatialSign.rf.accurate","startprice.log10.predict.RFE.X.YeoJohnson.rf","startprice.log10.predict.RFE.X.YeoJohnson.rf.err","startprice.log10.predict.RFE.X.YeoJohnson.rf.err.abs","startprice.log10.predict.RFE.X.YeoJohnson.rf.accurate","startprice.log10.predict.RFE.X.center.scale.rf","startprice.log10.predict.RFE.X.center.scale.rf.err","startprice.log10.predict.RFE.X.center.scale.rf.err.abs","startprice.log10.predict.RFE.X.center.scale.rf.accurate","startprice.log10.predict.RFE.X.rf","startprice.log10.predict.RFE.X.rf.err","startprice.log10.predict.RFE.X.rf.err.abs","startprice.log10.predict.RFE.X.rf.accurate","startprice.log10.predict.RFE.X.avNNet","startprice.log10.predict.RFE.X.avNNet.err","startprice.log10.predict.RFE.X.avNNet.err.abs","startprice.log10.predict.RFE.X.avNNet.accurate","startprice.log10.predict.RFE.X.bagEarth","startprice.log10.predict.RFE.X.bagEarth.err","startprice.log10.predict.RFE.X.bagEarth.err.abs","startprice.log10.predict.RFE.X.bagEarth.accurate","startprice.log10.predict.RFE.X.earth","startprice.log10.predict.RFE.X.earth.err","startprice.log10.predict.RFE.X.earth.err.abs","startprice.log10.predict.RFE.X.earth.accurate","startprice.log10.predict.RFE.X.gbm","startprice.log10.predict.RFE.X.gbm.err","startprice.log10.predict.RFE.X.gbm.err.abs","startprice.log10.predict.RFE.X.gbm.accurate","startprice.log10.predict.RFE.X.glmnet","startprice.log10.predict.RFE.X.glmnet.err","startprice.log10.predict.RFE.X.glmnet.err.abs","startprice.log10.predict.RFE.X.glmnet.accurate","startprice.log10.predict.RFE.X.nnet","startprice.log10.predict.RFE.X.nnet.err","startprice.log10.predict.RFE.X.nnet.err.abs","startprice.log10.predict.RFE.X.nnet.accurate","startprice.log10.predict.RFE.X.svmLinear2","startprice.log10.predict.RFE.X.svmLinear2.err","startprice.log10.predict.RFE.X.svmLinear2.err.abs","startprice.log10.predict.RFE.X.svmLinear2.accurate","startprice.log10.predict.RFE.X.glm","startprice.log10.predict.RFE.X.glm.err","startprice.log10.predict.RFE.X.glm.err.abs","startprice.log10.predict.RFE.X.glm.accurate","startprice.log10.predict.RFE.X.svmLinear","startprice.log10.predict.RFE.X.svmLinear.err","startprice.log10.predict.RFE.X.svmLinear.err.abs","startprice.log10.predict.RFE.X.svmLinear.accurate","startprice.log10.predict.RFE.X.rpart","startprice.log10.predict.RFE.X.rpart.err","startprice.log10.predict.RFE.X.rpart.err.abs","startprice.log10.predict.RFE.X.rpart.accurate","startprice.log10.predict.Ensemble.glmnet","startprice.log10.predict.Ensemble.glmnet.err","startprice.log10.predict.Ensemble.glmnet.err.abs","startprice.log10.predict.Ensemble.glmnet.accurate"
10103,2.20411998265592,"(1.3,2.95]",2.11589940149547,-0.0882205811604555,0.0882205811604555,FALSE,2.06405907634876,-0.140060906307167,0.140060906307167,FALSE,2.06536472125229,-0.138755261403638,0.138755261403638,FALSE,2.06536472125229,-0.138755261403638,0.138755261403638,FALSE,0.999926358312881,-1.20419362434304,1.20419362434304,FALSE,2.10599721106545,-0.0981227715904764,0.0981227715904764,FALSE,1.77926618275027,-0.424853799905654,0.424853799905654,FALSE,2.07195607136709,-0.132163911288839,0.132163911288839,FALSE,1.84935202097474,-0.35476796168118,0.35476796168118,FALSE,0.999933586655384,-1.20418639600054,1.20418639600054,FALSE,1.90362811897449,-0.300491863681432,0.300491863681432,FALSE,2.09278668819806,-0.111333294457861,0.111333294457861,FALSE,1.90980767732965,-0.294312305326277,0.294312305326277,FALSE,1.95554226972934,-0.248577712926583,0.248577712926583,FALSE,2.19485020648582,-0.00926977617010083,0.00926977617010083,FALSE
10112,2.40654018043396,"(1.3,2.95]",2.10825056051538,-0.298289619918574,0.298289619918574,FALSE,1.84082682073116,-0.565713359702795,0.565713359702795,FALSE,1.84082682073116,-0.565713359702795,0.565713359702795,FALSE,1.84082682073116,-0.565713359702795,0.565713359702795,FALSE,0.997813141934921,-1.40872703849903,1.40872703849903,FALSE,2.05534684723575,-0.351193333198205,0.351193333198205,FALSE,1.77926618275027,-0.627273997683685,0.627273997683685,FALSE,2.12571355113846,-0.280826629295491,0.280826629295491,FALSE,1.74949568173345,-0.657044498700508,0.657044498700508,FALSE,0.998042908748318,-1.40849727168564,1.40849727168564,FALSE,1.82709176731227,-0.579448413121681,0.579448413121681,FALSE,1.87987404054555,-0.526666139888404,0.526666139888404,FALSE,1.81398419167489,-0.592555988759062,0.592555988759062,FALSE,1.95554226972934,-0.450997910704614,0.450997910704614,FALSE,2.09918011131162,-0.30736006912233,0.30736006912233,FALSE
10120,2.39794000867204,"(1.3,2.95]",2.22912897748198,-0.168811031190061,0.168811031190061,FALSE,2.12389814474735,-0.274041863924692,0.274041863924692,FALSE,2.12389814474735,-0.274041863924692,0.274041863924692,FALSE,2.12389814474735,-0.274041863924692,0.274041863924692,FALSE,0.999008618235005,-1.39893139043703,1.39893139043703,FALSE,2.12172072848592,-0.276219280186118,0.276219280186118,FALSE,1.77926618275027,-0.618673825921767,0.618673825921767,FALSE,2.16373500439606,-0.234205004275977,0.234205004275977,FALSE,1.86696313214773,-0.530976876524308,0.530976876524308,FALSE,0.998704896957119,-1.39923511171492,1.39923511171492,FALSE,1.85668381796731,-0.54125619070473,0.54125619070473,FALSE,1.92277361586207,-0.475166392809968,0.475166392809968,FALSE,1.88409839712036,-0.513841611551673,0.513841611551673,FALSE,1.95554226972934,-0.442397738942696,0.442397738942696,FALSE,2.35097967940974,-0.0469603292622982,0.0469603292622982,FALSE
10127,2,"(1.3,2.95]",1.72000723232889,-0.279992767671108,0.279992767671108,FALSE,1.70034087927388,-0.299659120726122,0.299659120726122,FALSE,1.70034087927388,-0.299659120726122,0.299659120726122,FALSE,1.70034087927388,-0.299659120726122,0.299659120726122,FALSE,0.999743882815331,-1.00025611718467,1.00025611718467,FALSE,1.69509285227554,-0.304907147724456,0.304907147724456,FALSE,1.77926618275027,-0.22073381724973,0.22073381724973,FALSE,1.70893402803155,-0.29106597196845,0.29106597196845,FALSE,1.61707587946795,-0.382924120532049,0.382924120532049,FALSE,0.999724439494067,-1.00027556050593,1.00027556050593,FALSE,1.66440121202783,-0.335598787972175,0.335598787972175,FALSE,1.51949892929717,-0.480501070702835,0.480501070702835,FALSE,1.67240363622287,-0.327596363777131,0.327596363777131,FALSE,1.68935865332214,-0.310641346677856,0.310641346677856,FALSE,1.72572123067587,-0.274278769324131,0.274278769324131,FALSE
10135,2.35218251811136,"(1.3,2.95]",2.05814193014217,-0.294040587969195,0.294040587969195,FALSE,2.02106508929716,-0.331117428814202,0.331117428814202,FALSE,2.02106508929716,-0.331117428814202,0.331117428814202,FALSE,2.02106508929716,-0.331117428814202,0.331117428814202,FALSE,0.997849879605281,-1.35433263850608,1.35433263850608,FALSE,1.97789369777034,-0.374288820341022,0.374288820341022,FALSE,1.77926618275027,-0.572916335361092,0.572916335361092,FALSE,1.9607934630743,-0.391389055037066,0.391389055037066,FALSE,1.73565692065986,-0.616525597451498,0.616525597451498,FALSE,0.998180010971243,-1.35400250714012,1.35400250714012,FALSE,1.93538508473749,-0.416797433373876,0.416797433373876,FALSE,1.8262987447224,-0.525883773388959,0.525883773388959,FALSE,1.93790596185904,-0.414276556252321,0.414276556252321,FALSE,1.95554226972934,-0.396640248382021,0.396640248382021,FALSE,2.11755499844854,-0.234627519662827,0.234627519662827,FALSE
10182,2,"(1.3,2.95]",1.74610688503529,-0.253893114964712,0.253893114964712,FALSE,1.75249168611668,-0.247508313883321,0.247508313883321,FALSE,1.75249168611668,-0.247508313883321,0.247508313883321,FALSE,1.75249168611668,-0.247508313883321,0.247508313883321,FALSE,0.999316573762022,-1.00068342623798,1.00068342623798,FALSE,1.72436169207899,-0.275638307921009,0.275638307921009,FALSE,1.77926618275027,-0.22073381724973,0.22073381724973,FALSE,1.67745904097438,-0.322540959025621,0.322540959025621,FALSE,1.70851019332302,-0.291489806676982,0.291489806676982,FALSE,0.999438178439449,-1.00056182156055,1.00056182156055,FALSE,1.79893845123056,-0.20106154876944,0.20106154876944,FALSE,1.66692728246493,-0.333072717535066,0.333072717535066,FALSE,1.79936496677939,-0.200635033220614,0.200635033220614,FALSE,1.68935865332214,-0.310641346677856,0.310641346677856,FALSE,1.76629929342014,-0.233700706579857,0.233700706579857,FALSE
10193,2.39794000867204,"(1.3,2.95]",2.14839459578078,-0.249545412891261,0.249545412891261,FALSE,1.8130521990574,-0.584887809614637,0.584887809614637,FALSE,1.8130521990574,-0.584887809614637,0.584887809614637,FALSE,1.8130521990574,-0.584887809614637,0.584887809614637,FALSE,0.998687723859889,-1.39925228481215,1.39925228481215,FALSE,1.98935348292931,-0.408586525742723,0.408586525742723,FALSE,1.77926618275027,-0.618673825921767,0.618673825921767,FALSE,1.94284639066733,-0.455093618004706,0.455093618004706,FALSE,1.64407336503473,-0.753866643637308,0.753866643637308,FALSE,0.998732511128258,-1.39920749754378,1.39920749754378,FALSE,1.77908074787237,-0.618859260799668,0.618859260799668,FALSE,1.6806967375146,-0.71724327115744,0.71724327115744,FALSE,1.79563143477239,-0.602308573899652,0.602308573899652,FALSE,1.95554226972934,-0.442397738942696,0.442397738942696,FALSE,2.14813792658992,-0.249802082082114,0.249802082082114,FALSE
10195,2.30102999566398,"(1.3,2.95]",1.45995703252858,-0.841072963135406,0.841072963135406,FALSE,1.33138479982364,-0.969645195840341,0.969645195840341,FALSE,1.33138479982364,-0.969645195840341,0.969645195840341,FALSE,1.33138479982364,-0.969645195840341,0.969645195840341,FALSE,0.999346090027396,-1.30168390563658,1.30168390563658,FALSE,1.7596554414248,-0.541374554239183,0.541374554239183,FALSE,1.77926618275027,-0.521763812913711,0.521763812913711,FALSE,1.74258155640209,-0.558448439261891,0.558448439261891,FALSE,1.67010650159394,-0.630923494070037,0.630923494070037,FALSE,0.999322372743161,-1.30170762292082,1.30170762292082,FALSE,1.824650843921,-0.476379151742983,0.476379151742983,FALSE,1.66220309448356,-0.638826901180422,0.638826901180422,FALSE,1.83648808674757,-0.464541908916409,0.464541908916409,FALSE,1.95554226972934,-0.34548772593464,0.34548772593464,FALSE,1.16191527170262,-1.13911472396136,1.13911472396136,FALSE
10199,1.69897000433602,"(1.3,2.95]",2.09376870183172,0.394798697495698,0.394798697495698,FALSE,2.00061520334266,0.301645199006644,0.301645199006644,FALSE,2.00005022818898,0.301080223852957,0.301080223852957,FALSE,2.00005022818898,0.301080223852957,0.301080223852957,FALSE,0.999679664744409,-0.69929033959161,0.69929033959161,FALSE,2.00211513881107,0.303145134475052,0.303145134475052,FALSE,1.77926618275027,0.0802961784142515,0.0802961784142515,FALSE,2.13144235527463,0.432472350938615,0.432472350938615,FALSE,1.86862428513844,0.169654280802423,0.169654280802423,FALSE,0.999607979818028,-0.699362024517991,0.699362024517991,FALSE,1.92932507865118,0.230355074315164,0.230355074315164,FALSE,2.19301774596833,0.494047741632308,0.494047741632308,FALSE,1.93495737006298,0.235987365726966,0.235987365726966,FALSE,1.95554226972934,0.256572265393323,0.256572265393323,FALSE,2.14304026758797,0.444070263251956,0.444070263251956,FALSE
10241,1.99995656838019,"(1.3,2.95]",1.99159850618461,-0.00835806219558033,0.00835806219558033,FALSE,1.91320571759798,-0.0867508507822172,0.0867508507822172,FALSE,1.91995117963133,-0.0800053887488668,0.0800053887488668,FALSE,1.91995117963133,-0.0800053887488668,0.0800053887488668,FALSE,0.881079817022084,-1.11887675135811,1.11887675135811,FALSE,2.77142843423159,0.771471865851395,0.771471865851395,FALSE,1.34558050968091,-0.654376058699284,0.654376058699284,FALSE,1.61616002073105,-0.383796547649138,0.383796547649138,FALSE,0.826376716434531,-1.17357985194566,1.17357985194566,FALSE,0.887200249696354,-1.11275631868384,1.11275631868384,FALSE,1.03675774538789,-0.963198822992302,0.963198822992302,FALSE,0.403662668944608,-1.59629389943559,1.59629389943559,FALSE,1.00595330830124,-0.994003260078957,0.994003260078957,FALSE,2.13102330002391,0.131066731643719,0.131066731643719,FALSE,1.99481251942428,-0.00514404895591536,0.00514404895591536,FALSE
